,Prod_ID,Ques_ID,Ans_ID,Review_ID,score
6891,2.0,11.0,42.0,1118.0,0.821712851524353
6892,2.0,11.0,42.0,1120.0,0.8190017938613892
6893,2.0,11.0,42.0,629.0,0.8188297152519226
7978,2.0,12.0,45.0,585.0,0.8748345971107483
7979,2.0,12.0,45.0,1144.0,0.856408417224884
7980,2.0,12.0,45.0,165.0,0.8496730923652649
7981,2.0,12.0,45.0,733.0,0.8494843244552612
7982,2.0,12.0,45.0,1001.0,0.8486859798431396
9067,2.0,13.0,46.0,217.0,0.6892819404602051
9068,2.0,13.0,46.0,205.0,0.6836859583854675
9069,2.0,13.0,46.0,760.0,0.6777150630950928
9070,2.0,13.0,46.0,994.0,0.6766780614852905
9071,2.0,13.0,46.0,1126.0,0.6493619084358215
10156,3.0,14.0,52.0,1166.0,0.7092963457107544
10157,3.0,14.0,52.0,1176.0,0.6728307008743286
10158,3.0,14.0,52.0,1226.0,0.6530526876449585
10159,3.0,14.0,52.0,1163.0,0.6391855478286743
10160,3.0,14.0,52.0,1164.0,0.6339803338050842
10254,3.0,15.0,58.0,1243.0,0.8221937417984009
10255,3.0,15.0,58.0,1233.0,0.791396975517273
10256,3.0,15.0,58.0,1164.0,0.785828709602356
10257,3.0,15.0,58.0,1182.0,0.7801421880722046
10258,3.0,15.0,58.0,1166.0,0.7661507725715637
10352,3.0,16.0,61.0,1223.0,0.617956280708313
10353,3.0,16.0,61.0,1201.0,0.5976415276527405
10354,3.0,16.0,61.0,1200.0,0.5371827483177185
10355,3.0,16.0,61.0,1197.0,0.5354569554328918
10356,3.0,16.0,61.0,1218.0,0.5216267704963684
10450,3.0,17.0,64.0,1228.0,0.6948785185813904
10451,3.0,17.0,64.0,1237.0,0.6764646172523499
10452,3.0,17.0,64.0,1212.0,0.6490820646286011
10453,3.0,17.0,64.0,1186.0,0.6480895280838013
10454,3.0,17.0,64.0,1175.0,0.6383825540542603
10548,3.0,18.0,68.0,1193.0,0.63194739818573
10549,3.0,18.0,68.0,1235.0,0.624655544757843
10550,3.0,18.0,68.0,1202.0,0.6244661211967468
10551,3.0,18.0,68.0,1172.0,0.6218611001968384
10552,3.0,18.0,68.0,1200.0,0.6164348721504211
10646,3.0,19.0,71.0,1217.0,0.7529188990592957
10647,3.0,19.0,71.0,1237.0,0.7333911061286926
10648,3.0,19.0,71.0,1175.0,0.7171503305435181
10649,3.0,19.0,71.0,1202.0,0.6953244805335999
10650,3.0,19.0,71.0,1212.0,0.6930083632469177
10744,3.0,20.0,75.0,1216.0,0.7049693465232849
10745,3.0,20.0,75.0,1248.0,0.6316978931427002
10746,3.0,20.0,75.0,1234.0,0.5920533537864685
10747,3.0,20.0,75.0,1204.0,0.5870243310928345
10748,3.0,20.0,75.0,1228.0,0.5746194124221802
10842,3.0,21.0,77.0,1221.0,0.5710062980651855
10843,3.0,21.0,77.0,1182.0,0.5396403670310974
10844,3.0,21.0,77.0,1241.0,0.5366548299789429
10845,3.0,21.0,77.0,1183.0,0.5229085683822632
10846,3.0,21.0,77.0,1205.0,0.5105167627334595
10940,3.0,22.0,78.0,1228.0,0.6546337008476257
10941,3.0,22.0,78.0,1214.0,0.6373966932296753
10942,3.0,22.0,78.0,1233.0,0.5798223614692688
10943,3.0,22.0,78.0,1216.0,0.576148509979248
10944,3.0,22.0,78.0,1245.0,0.562734842300415
11038,4.0,23.0,84.0,1260.0,0.6380764245986938
11039,4.0,23.0,84.0,1352.0,0.6323443651199341
11040,4.0,23.0,84.0,1337.0,0.6098914742469788
11041,4.0,23.0,84.0,1269.0,0.6044978499412537
11042,4.0,23.0,84.0,1360.0,0.5996344089508057
11162,4.0,24.0,88.0,1284.0,0.4979119598865509
11163,4.0,24.0,88.0,1312.0,0.4568522870540619
11164,4.0,24.0,88.0,1359.0,0.43812379240989685
11165,4.0,24.0,88.0,1263.0,0.422197550535202
11166,4.0,24.0,88.0,1337.0,0.4177546203136444
11286,4.0,25.0,91.0,1356.0,0.6772825717926025
11287,4.0,25.0,91.0,1361.0,0.6725569367408752
11288,4.0,25.0,91.0,1285.0,0.6612553596496582
11289,4.0,25.0,91.0,1263.0,0.64451003074646
11290,4.0,25.0,91.0,1309.0,0.638022780418396
11410,4.0,26.0,95.0,1347.0,0.736346960067749
11411,4.0,26.0,95.0,1312.0,0.7068814039230347
11412,4.0,26.0,95.0,1269.0,0.6053372621536255
11413,4.0,26.0,95.0,1348.0,0.5695616602897644
11414,4.0,26.0,95.0,1322.0,0.5446774959564209
11534,4.0,27.0,98.0,1350.0,0.6989608407020569
11535,4.0,27.0,98.0,1365.0,0.6660810708999634
11536,4.0,27.0,98.0,1336.0,0.622779905796051
11537,4.0,27.0,98.0,1295.0,0.579099714756012
11538,4.0,27.0,98.0,1368.0,0.5757574439048767
11658,4.0,28.0,102.0,1347.0,0.49007123708724976
11659,4.0,28.0,102.0,1348.0,0.478821337223053
11660,4.0,28.0,102.0,1303.0,0.4514155685901642
11661,4.0,28.0,102.0,1258.0,0.43809035420417786
11662,4.0,28.0,102.0,1312.0,0.4346773028373718
11782,5.0,29.0,103.0,1525.0,0.6426926851272583
11783,5.0,29.0,103.0,1727.0,0.6384037733078003
11784,5.0,29.0,103.0,1683.0,0.6235870718955994
11785,5.0,29.0,103.0,1459.0,0.6203430891036987
11786,5.0,29.0,103.0,1649.0,0.6143977046012878
12210,5.0,30.0,111.0,1660.0,0.7172911763191223
12211,5.0,30.0,111.0,1523.0,0.7078442573547363
12212,5.0,30.0,111.0,1423.0,0.6853570938110352
12213,5.0,30.0,111.0,1480.0,0.6744883060455322
12214,5.0,30.0,111.0,1504.0,0.6692327857017517
12638,5.0,31.0,114.0,1766.0,0.8318575024604797
12639,5.0,31.0,114.0,1687.0,0.8159648776054382
12640,5.0,31.0,114.0,1397.0,0.8088144659996033
12641,5.0,31.0,114.0,1423.0,0.8057412505149841
12642,5.0,31.0,114.0,1487.0,0.7954617142677307
13066,5.0,32.0,116.0,1472.0,0.8060818910598755
13067,5.0,32.0,116.0,1521.0,0.7932029962539673
13068,5.0,32.0,116.0,1628.0,0.7900736927986145
13069,5.0,32.0,116.0,1743.0,0.7714543342590332
13070,5.0,32.0,116.0,1710.0,0.7697641253471375
13494,5.0,33.0,122.0,1754.0,0.7898299098014832
13495,5.0,33.0,122.0,1747.0,0.7734014987945557
13496,5.0,33.0,122.0,1445.0,0.7636487483978271
13497,5.0,33.0,122.0,1390.0,0.7613816857337952
13498,5.0,33.0,122.0,1607.0,0.7591413259506226
13922,5.0,34.0,126.0,1662.0,0.7723742723464966
13923,5.0,34.0,126.0,1740.0,0.7472095489501953
13924,5.0,34.0,126.0,1501.0,0.7466295957565308
13925,5.0,34.0,126.0,1404.0,0.7464857697486877
13926,5.0,34.0,126.0,1784.0,0.7425252199172974
14350,5.0,35.0,129.0,1457.0,0.4873858094215393
14351,5.0,35.0,129.0,1737.0,0.4744759798049927
14352,5.0,35.0,129.0,1705.0,0.43284130096435547
14353,5.0,35.0,129.0,1649.0,0.42910638451576233
14354,5.0,35.0,129.0,1553.0,0.41501691937446594
14778,5.0,36.0,132.0,1729.0,0.5416781902313232
14779,5.0,36.0,132.0,1584.0,0.466374009847641
14780,5.0,36.0,132.0,1737.0,0.4039365351200104
14781,5.0,36.0,132.0,1697.0,0.37448129057884216
14782,5.0,36.0,132.0,1712.0,0.3729672133922577
15206,5.0,37.0,135.0,1415.0,0.7477514147758484
15207,5.0,37.0,135.0,1712.0,0.7195344567298889
15208,5.0,37.0,135.0,1384.0,0.7103263735771179
15209,5.0,37.0,135.0,1646.0,0.7007477879524231
15210,5.0,37.0,135.0,1729.0,0.699384868144989
15634,5.0,38.0,138.0,1544.0,0.8211443424224854
15635,5.0,38.0,138.0,1647.0,0.801944375038147
15636,5.0,38.0,138.0,1754.0,0.7982825040817261
15637,5.0,38.0,138.0,1707.0,0.792261004447937
15638,5.0,38.0,138.0,1639.0,0.7865578532218933
16062,6.0,39.0,139.0,1850.0,0.7615311145782471
16063,6.0,39.0,139.0,1861.0,0.7395633459091187
16064,6.0,39.0,139.0,1864.0,0.7310294508934021
16065,6.0,39.0,139.0,1812.0,0.7257614731788635
16066,6.0,39.0,139.0,1870.0,0.7193562388420105
16124,6.0,40.0,142.0,1812.0,0.6234517693519592
16125,6.0,40.0,142.0,1824.0,0.5994405150413513
16126,6.0,40.0,142.0,1818.0,0.5713643431663513
16127,6.0,40.0,142.0,1840.0,0.5541264414787292
16128,6.0,40.0,142.0,1866.0,0.5091218948364258
16186,7.0,41.0,143.0,2322.0,0.7279291152954102
16187,7.0,41.0,143.0,2364.0,0.7215477824211121
16188,7.0,41.0,143.0,2527.0,0.7148619294166565
16189,7.0,41.0,143.0,1937.0,0.7076112627983093
16190,7.0,41.0,143.0,1994.0,0.7044788599014282
16888,7.0,42.0,146.0,2065.0,0.8813822865486145
16889,7.0,42.0,146.0,2327.0,0.8790497183799744
16890,7.0,42.0,146.0,1987.0,0.8729052543640137
16891,7.0,42.0,146.0,1936.0,0.87094646692276
16892,7.0,42.0,146.0,2461.0,0.8701988458633423
17590,7.0,43.0,149.0,2508.0,0.8940367102622986
17591,7.0,43.0,149.0,2503.0,0.8778021335601807
17592,7.0,43.0,149.0,2360.0,0.8725512623786926
17593,7.0,43.0,149.0,2191.0,0.8685252070426941
17594,7.0,43.0,149.0,2270.0,0.8684104084968567
18292,7.0,44.0,152.0,1898.0,0.7582367658615112
18293,7.0,44.0,152.0,2020.0,0.7425317168235779
18294,7.0,44.0,152.0,2264.0,0.7116766571998596
18295,7.0,44.0,152.0,2381.0,0.7083383798599243
18296,7.0,44.0,152.0,2134.0,0.7067368030548096
18994,7.0,45.0,156.0,2345.0,0.6950188279151917
18995,7.0,45.0,156.0,2304.0,0.6918684244155884
18996,7.0,45.0,156.0,2555.0,0.6729784607887268
18997,7.0,45.0,156.0,2171.0,0.6687268018722534
18998,7.0,45.0,156.0,2054.0,0.668587327003479
19696,7.0,46.0,158.0,2234.0,0.9126545190811157
19697,7.0,46.0,158.0,2378.0,0.8976401090621948
19698,7.0,46.0,158.0,2002.0,0.8942734599113464
19699,7.0,46.0,158.0,2109.0,0.8897742033004761
19700,7.0,46.0,158.0,2273.0,0.8881449699401855
20398,7.0,47.0,162.0,1933.0,0.590085506439209
20399,7.0,47.0,162.0,2165.0,0.589763343334198
20400,7.0,47.0,162.0,2437.0,0.5785346031188965
20401,7.0,47.0,162.0,2188.0,0.5728989839553833
20402,7.0,47.0,162.0,1888.0,0.5720136165618896
21100,7.0,48.0,166.0,2440.0,0.7461740374565125
21101,7.0,48.0,166.0,1910.0,0.7344737648963928
21102,7.0,48.0,166.0,1969.0,0.7195259928703308
21103,7.0,48.0,166.0,1924.0,0.7115784883499146
21104,7.0,48.0,166.0,2554.0,0.6982632875442505
21802,8.0,49.0,167.0,2722.0,0.5986708402633667
21803,8.0,49.0,167.0,2660.0,0.5872719287872314
21804,8.0,49.0,167.0,2588.0,0.586958646774292
21805,8.0,49.0,167.0,2627.0,0.5866056680679321
21806,8.0,49.0,167.0,2670.0,0.5853313207626343
21955,8.0,50.0,172.0,2598.0,0.340966135263443
21956,8.0,50.0,172.0,2655.0,0.30209818482398987
21957,8.0,50.0,172.0,2618.0,0.29562538862228394
21958,8.0,50.0,172.0,2617.0,0.2904912829399109
21959,8.0,50.0,172.0,2706.0,0.2780187726020813
22108,8.0,51.0,175.0,2600.0,0.6633382439613342
22109,8.0,51.0,175.0,2639.0,0.6472743153572083
22110,8.0,51.0,175.0,2584.0,0.6448243260383606
22111,8.0,51.0,175.0,2641.0,0.6321516633033752
22112,8.0,51.0,175.0,2627.0,0.6309010982513428
22261,8.0,52.0,179.0,2610.0,0.6785518527030945
22262,8.0,52.0,179.0,2588.0,0.6516526937484741
22263,8.0,52.0,179.0,2668.0,0.640689492225647
22264,8.0,52.0,179.0,2603.0,0.6327700614929199
22265,8.0,52.0,179.0,2627.0,0.6252807974815369
22414,9.0,53.0,182.0,2840.0,0.7658562660217285
22415,9.0,53.0,182.0,3211.0,0.710037350654602
22416,9.0,53.0,182.0,2898.0,0.6974933743476868
22417,9.0,53.0,182.0,3284.0,0.6862702369689941
22418,9.0,53.0,182.0,2826.0,0.6827909350395203
23096,9.0,54.0,184.0,3324.0,0.8362754583358765
23097,9.0,54.0,184.0,2986.0,0.8359512686729431
23098,9.0,54.0,184.0,3211.0,0.8175861239433289
23099,9.0,54.0,184.0,2840.0,0.8145903944969177
23100,9.0,54.0,184.0,3290.0,0.812168538570404
23778,9.0,55.0,186.0,3347.0,0.7489655017852783
23779,9.0,55.0,186.0,3109.0,0.7406107187271118
23780,9.0,55.0,186.0,2975.0,0.7309035658836365
23781,9.0,55.0,186.0,2898.0,0.7295761108398438
23782,9.0,55.0,186.0,2849.0,0.7250398397445679
24460,9.0,56.0,192.0,3245.0,0.8747234344482422
24461,9.0,56.0,192.0,2924.0,0.869994580745697
24462,9.0,56.0,192.0,3030.0,0.8659167885780334
24463,9.0,56.0,192.0,2815.0,0.8617690205574036
24464,9.0,56.0,192.0,2942.0,0.8600932359695435
25142,9.0,57.0,194.0,2946.0,0.9100222587585449
25143,9.0,57.0,194.0,3397.0,0.8794400691986084
25144,9.0,57.0,194.0,2859.0,0.8736228942871094
25145,9.0,57.0,194.0,2863.0,0.8668283224105835
25146,9.0,57.0,194.0,3373.0,0.8661811947822571
25824,9.0,58.0,201.0,3290.0,0.8207263946533203
25825,9.0,58.0,201.0,2924.0,0.8163101077079773
25826,9.0,58.0,201.0,3389.0,0.8109962344169617
25827,9.0,58.0,201.0,2755.0,0.8097449541091919
25828,9.0,58.0,201.0,2815.0,0.8072407245635986
26506,10.0,59.0,203.0,4067.0,0.7670760750770569
26507,10.0,59.0,203.0,3462.0,0.7369599938392639
26508,10.0,59.0,203.0,4149.0,0.7293718457221985
26509,10.0,59.0,203.0,4495.0,0.7157772779464722
26510,10.0,59.0,203.0,3528.0,0.7105838656425476
28964,10.0,60.0,208.0,4106.0,0.7466748952865601
28965,10.0,60.0,208.0,5823.0,0.7410925030708313
28966,10.0,60.0,208.0,5717.0,0.7392809987068176
28967,10.0,60.0,208.0,4453.0,0.7346938252449036
28968,10.0,60.0,208.0,3595.0,0.7321654558181763
31422,10.0,61.0,213.0,5700.0,0.9124301671981812
31423,10.0,61.0,213.0,3968.0,0.8964870572090149
31424,10.0,61.0,213.0,5511.0,0.8897916674613953
31425,10.0,61.0,213.0,3733.0,0.8861526846885681
31426,10.0,61.0,213.0,4132.0,0.8799527883529663
33880,10.0,62.0,217.0,3788.0,0.6189182996749878
33881,10.0,62.0,217.0,3926.0,0.6161998510360718
33882,10.0,62.0,217.0,3523.0,0.5674580335617065
33883,10.0,62.0,217.0,5328.0,0.5655747652053833
33884,10.0,62.0,217.0,5723.0,0.5449482202529907
36338,10.0,63.0,219.0,5570.0,0.6285919547080994
36339,10.0,63.0,219.0,4700.0,0.562725305557251
36340,10.0,63.0,219.0,5188.0,0.5369389057159424
36341,10.0,63.0,219.0,4550.0,0.5280359387397766
36342,10.0,63.0,219.0,5457.0,0.525691568851471
38796,10.0,64.0,225.0,5170.0,0.7780795693397522
38797,10.0,64.0,225.0,4768.0,0.7755085825920105
38798,10.0,64.0,225.0,5133.0,0.7565850019454956
38799,10.0,64.0,225.0,5784.0,0.7495601773262024
38800,10.0,64.0,225.0,4051.0,0.7495288252830505
41254,10.0,65.0,226.0,4508.0,0.5083935856819153
41255,10.0,65.0,226.0,5433.0,0.49616846442222595
41256,10.0,65.0,226.0,5847.0,0.4370517134666443
41257,10.0,65.0,226.0,3611.0,0.3980502188205719
41258,10.0,65.0,226.0,3873.0,0.3819422125816345
43712,10.0,66.0,230.0,3743.0,0.7603998780250549
43713,10.0,66.0,230.0,4889.0,0.7576401233673096
43714,10.0,66.0,230.0,4454.0,0.7547473907470703
43715,10.0,66.0,230.0,4261.0,0.7494527101516724
43716,10.0,66.0,230.0,4759.0,0.7437718510627747
46170,10.0,67.0,234.0,3865.0,0.7423995733261108
46171,10.0,67.0,234.0,5721.0,0.7082823514938354
46172,10.0,67.0,234.0,5438.0,0.7046172022819519
46173,10.0,67.0,234.0,4381.0,0.6973557472229004
46174,10.0,67.0,234.0,5222.0,0.6803598999977112
48628,11.0,68.0,245.0,6069.0,0.9077820777893066
48629,11.0,68.0,245.0,6487.0,0.9036259055137634
48630,11.0,68.0,245.0,6506.0,0.8933770060539246
48631,11.0,68.0,245.0,6359.0,0.8909364342689514
48632,11.0,68.0,245.0,6488.0,0.8882004618644714
49346,11.0,69.0,250.0,6400.0,0.7545038461685181
49347,11.0,69.0,250.0,5933.0,0.7493519186973572
49348,11.0,69.0,250.0,6243.0,0.6990779638290405
49349,11.0,69.0,250.0,6127.0,0.6944341659545898
49350,11.0,69.0,250.0,6416.0,0.6888754963874817
50064,11.0,70.0,266.0,6115.0,0.8460385799407959
50065,11.0,70.0,266.0,6256.0,0.8304996490478516
50066,11.0,70.0,266.0,6514.0,0.8255231380462646
50067,11.0,70.0,266.0,6509.0,0.82377690076828
50068,11.0,70.0,266.0,6485.0,0.8228617906570435
50782,11.0,71.0,273.0,5933.0,0.8461371064186096
50783,11.0,71.0,273.0,6246.0,0.8318508267402649
50784,11.0,71.0,273.0,6165.0,0.8295352458953857
50785,11.0,71.0,273.0,6279.0,0.8252906203269958
50786,11.0,71.0,273.0,6282.0,0.8147686719894409
51500,11.0,72.0,282.0,6509.0,0.8677035570144653
51501,11.0,72.0,282.0,6163.0,0.8542099595069885
51502,11.0,72.0,282.0,6519.0,0.8533444404602051
51503,11.0,72.0,282.0,6407.0,0.8431323766708374
51504,11.0,72.0,282.0,6353.0,0.8405798673629761
52218,11.0,73.0,283.0,6174.0,0.5590072870254517
52219,11.0,73.0,283.0,5905.0,0.5262834429740906
52220,11.0,73.0,283.0,5933.0,0.5196402668952942
52221,11.0,73.0,283.0,6114.0,0.5189359188079834
52222,11.0,73.0,283.0,6042.0,0.5109329223632812
52936,12.0,74.0,287.0,6834.0,0.5812187194824219
52937,12.0,74.0,287.0,6850.0,0.50872403383255
52938,12.0,74.0,287.0,6709.0,0.472167044878006
52939,12.0,74.0,287.0,6762.0,0.4588429629802704
52940,12.0,74.0,287.0,6854.0,0.4580276310443878
53217,12.0,75.0,292.0,6614.0,0.8166922926902771
53218,12.0,75.0,292.0,6811.0,0.7250946760177612
53219,12.0,75.0,292.0,6702.0,0.7126827836036682
53220,12.0,75.0,292.0,6630.0,0.6855515837669373
53221,12.0,75.0,292.0,6722.0,0.6813092827796936
53498,12.0,76.0,296.0,6850.0,0.589107871055603
53499,12.0,76.0,296.0,6683.0,0.5576801300048828
53500,12.0,76.0,296.0,6773.0,0.553268551826477
53501,12.0,76.0,296.0,6619.0,0.5449370741844177
53502,12.0,76.0,296.0,6755.0,0.5375680327415466
53779,12.0,77.0,298.0,6722.0,0.6900362372398376
53780,12.0,77.0,298.0,6807.0,0.6746073365211487
53781,12.0,77.0,298.0,6650.0,0.6734364628791809
53782,12.0,77.0,298.0,6795.0,0.6724209785461426
53783,12.0,77.0,298.0,6694.0,0.6647948026657104
54060,12.0,78.0,299.0,6614.0,0.8344622254371643
54061,12.0,78.0,299.0,6754.0,0.7877264022827148
54062,12.0,78.0,299.0,6707.0,0.7860967516899109
54063,12.0,78.0,299.0,6856.0,0.7818478941917419
54064,12.0,78.0,299.0,6619.0,0.7787389755249023
54341,12.0,79.0,303.0,6800.0,0.8393824100494385
54342,12.0,79.0,303.0,6760.0,0.8390284180641174
54343,12.0,79.0,303.0,6777.0,0.8189971446990967
54344,12.0,79.0,303.0,6750.0,0.8172637224197388
54345,12.0,79.0,303.0,6806.0,0.8136619925498962
54622,12.0,80.0,307.0,6694.0,0.6209015250205994
54623,12.0,80.0,307.0,6650.0,0.5961011648178101
54624,12.0,80.0,307.0,6653.0,0.5799208283424377
54625,12.0,80.0,307.0,6668.0,0.5651606917381287
54626,12.0,80.0,307.0,6701.0,0.5508434176445007
54903,12.0,81.0,312.0,6614.0,0.7710335850715637
54904,12.0,81.0,312.0,6630.0,0.6923829317092896
54905,12.0,81.0,312.0,6662.0,0.6783289313316345
54906,12.0,81.0,312.0,6657.0,0.6625198721885681
54907,12.0,81.0,312.0,6653.0,0.6615172028541565
55184,12.0,82.0,315.0,6763.0,0.7718169689178467
55185,12.0,82.0,315.0,6634.0,0.7613142728805542
55186,12.0,82.0,315.0,6742.0,0.7492992281913757
55187,12.0,82.0,315.0,6596.0,0.740989625453949
55188,12.0,82.0,315.0,6827.0,0.7380070686340332
55465,13.0,83.0,318.0,6997.0,0.8789263367652893
55466,13.0,83.0,318.0,6892.0,0.8715865612030029
55467,13.0,83.0,318.0,6872.0,0.8619134426116943
55468,13.0,83.0,318.0,7131.0,0.8468578457832336
55469,13.0,83.0,318.0,6981.0,0.8466151356697083
55734,13.0,84.0,322.0,7102.0,0.8034139275550842
55735,13.0,84.0,322.0,6920.0,0.7803240418434143
55736,13.0,84.0,322.0,7090.0,0.7757315635681152
55737,13.0,84.0,322.0,7027.0,0.7609547972679138
55738,13.0,84.0,322.0,6981.0,0.7564956545829773
56003,13.0,85.0,328.0,7001.0,0.5651904940605164
56004,13.0,85.0,328.0,7130.0,0.5319397449493408
56005,13.0,85.0,328.0,7015.0,0.5276961922645569
56006,13.0,85.0,328.0,7111.0,0.5202723145484924
56007,13.0,85.0,328.0,7094.0,0.4964264929294586
56272,13.0,86.0,334.0,6920.0,0.7979522347450256
56273,13.0,86.0,334.0,7102.0,0.7799784541130066
56274,13.0,86.0,334.0,6889.0,0.746854841709137
56275,13.0,86.0,334.0,7132.0,0.7442860007286072
56276,13.0,86.0,334.0,7090.0,0.7372255921363831
56541,13.0,87.0,336.0,6938.0,0.747367262840271
56542,13.0,87.0,336.0,7051.0,0.7306345701217651
56543,13.0,87.0,336.0,7024.0,0.700156033039093
56544,13.0,87.0,336.0,7067.0,0.6790488958358765
56545,13.0,87.0,336.0,6981.0,0.6757313013076782
56810,13.0,88.0,341.0,6929.0,0.7174172401428223
56811,13.0,88.0,341.0,7016.0,0.7099204063415527
56812,13.0,88.0,341.0,6904.0,0.7031964063644409
56813,13.0,88.0,341.0,6951.0,0.6973620653152466
56814,13.0,88.0,341.0,6926.0,0.6880253553390503
57079,13.0,89.0,344.0,7102.0,0.7407866716384888
57080,13.0,89.0,344.0,7090.0,0.7355141043663025
57081,13.0,89.0,344.0,6905.0,0.7339795231819153
57082,13.0,89.0,344.0,6920.0,0.7151913642883301
57083,13.0,89.0,344.0,6889.0,0.7025139331817627
57348,13.0,90.0,347.0,6959.0,0.8541443347930908
57349,13.0,90.0,347.0,7101.0,0.852793276309967
57350,13.0,90.0,347.0,6962.0,0.8449060916900635
57351,13.0,90.0,347.0,6954.0,0.8416699767112732
57352,13.0,90.0,347.0,6872.0,0.8392728567123413
57617,13.0,91.0,352.0,7026.0,0.8562247157096863
57618,13.0,91.0,352.0,6950.0,0.8473749756813049
57619,13.0,91.0,352.0,6913.0,0.8444948196411133
57620,13.0,91.0,352.0,7051.0,0.8354853391647339
57621,13.0,91.0,352.0,6996.0,0.8349940776824951
57886,14.0,92.0,354.0,7209.0,0.432115375995636
57887,14.0,92.0,354.0,7228.0,0.3564292788505554
57888,14.0,92.0,354.0,7227.0,0.3436146378517151
57889,14.0,92.0,354.0,7215.0,0.32877084612846375
57890,14.0,92.0,354.0,7321.0,0.31307244300842285
58075,14.0,93.0,357.0,7225.0,0.6608552932739258
58076,14.0,93.0,357.0,7197.0,0.6362863183021545
58077,14.0,93.0,357.0,7183.0,0.6078559160232544
58078,14.0,93.0,357.0,7204.0,0.6052221655845642
58079,14.0,93.0,357.0,7154.0,0.6038118004798889
58264,14.0,94.0,361.0,7285.0,0.7970439791679382
58265,14.0,94.0,361.0,7210.0,0.7919553518295288
58266,14.0,94.0,361.0,7227.0,0.7686028480529785
58267,14.0,94.0,361.0,7153.0,0.7532691359519958
58268,14.0,94.0,361.0,7280.0,0.7464308142662048
58453,14.0,95.0,366.0,7198.0,0.566369354724884
58454,14.0,95.0,366.0,7306.0,0.5445675253868103
58455,14.0,95.0,366.0,7142.0,0.5399481654167175
58456,14.0,95.0,366.0,7242.0,0.517090916633606
58457,14.0,95.0,366.0,7231.0,0.5076368451118469
58642,14.0,96.0,368.0,7135.0,0.7672829031944275
58643,14.0,96.0,368.0,7316.0,0.7546641230583191
58644,14.0,96.0,368.0,7194.0,0.7303485870361328
58645,14.0,96.0,368.0,7220.0,0.7218009233474731
58646,14.0,96.0,368.0,7280.0,0.7128362655639648
